idade_cliente,regiao_cliente,tempo_cliente_meses,valor_pedido,quantidade_itens,valor_desconto,parcelas_pagamento,tempo_entrega_dias,atraso_entrega_dias,valor_frete,tentativas_entrega,contatos_atendimento,tempo_resolucao_dias,nps,numero_reclamacoes
66,Sudeste,77,978.28,2,2.27,1,4,3,31.69,1,0,1,8.1,3
64,Sudeste,69,479.42,2,12.72,1,10,3,43.38,3,3,10,1.8,6
67,Sul,78,484.34,1,25.45,4,6,1,36.47,3,2,2,6.4,3
36,Norte,117,631.64,1,14.7,2,11,0,45.79,2,1,3,5.5,4
29,Sudeste,45,167.31,1,23.04,10,5,2,46.22,1,2,11,2.9,4
53,Norte,114,410.4,2,22.5,6,9,1,47.41,1,3,8,0.9,6
47,Centro-Oeste,24,222.64,6,71.07,6,14,1,37.11,3,2,8,2.7,4
61,Sudeste,66,516.25,5,2.78,2,14,2,46.83,3,0,6,8.2,1
50,Sudeste,3,818.05,2,31.12,1,11,5,39.17,3,3,4,1.2,7
61,Centro-Oeste,112,449.69,1,22.72,4,12,4,31.52,1,0,0,2.2,2
40,Norte,61,308.68,5,20.69,1,8,0,36.98,2,0,4,4.1,1
58,Norte,106,198.12,6,28.95,2,14,3,55.7,1,2,9,4.2,8
30,Norte,13,228.76,3,26.71,7,5,0,44.83,2,1,6,4.1,2
45,Sudeste,112,300.88,2,28.88,11,7,4,39.72,2,1,0,4.7,3
45,Nordeste,15,819.32,5,26.25,6,5,1,42.99,1,4,3,5.6,7
36,Sul,53,443.59,1,26.75,2,6,2,38.58,1,1,0,4.3,3
54,Sul,97,676.14,1,2.96,1,6,4,32.27,3,0,1,1.8,2
48,Sul,71,319.82,3,0.1,2,8,7,27.94,1,1,0,0.0,3
67,Sudeste,43,1048.14,4,5.75,6,10,4,42.07,1,1,7,0.9,3
59,Centro-Oeste,117,155.44,5,39.09,11,3,5,43.63,3,0,5,1.9,4
56,Sudeste,15,237.82,1,44.05,3,8,4,47.95,2,0,5,2.4,3
34,Sul,11,269.15,4,78.77,2,10,2,49.66,2,1,10,8.8,2
45,Sudeste,95,133.27,1,59.37,10,8,4,25.78,3,4,3,0.0,8
21,Norte,67,577.2,2,52.92,4,4,3,32.63,3,2,10,2.3,6
23,Centro-Oeste,11,170.66,1,43.83,7,5,4,36.63,2,3,5,0.0,5
36,Centro-Oeste,3,96.22,3,40.83,3,10,0,24.75,3,0,7,9.1,1
40,Nordeste,90,445.11,4,67.03,8,8,1,27.71,3,0,7,3.0,2
57,Norte,15,518.25,2,30.71,10,12,2,20.98,1,0,6,5.5,4
62,Sul,94,87.73,2,61.55,8,13,1,23.42,1,2,3,0.0,5
59,Nordeste,35,23.06,6,52.52,9,6,2,16.46,1,3,5,6.2,5
23,Sudeste,30,440.54,2,20.05,11,4,3,37.59,3,1,7,0.1,3
41,Nordeste,65,617.05,5,45.43,11,13,1,37.72,1,4,3,5.1,7
39,Sul,55,211.59,2,40.16,5,4,3,24.0,1,2,0,4.9,6
38,Sul,58,224.41,2,23.93,10,3,2,36.12,2,3,0,3.1,5
31,Centro-Oeste,24,239.0,2,16.32,2,14,3,22.79,1,1,6,1.1,4
41,Centro-Oeste,53,681.24,3,36.6,9,4,2,49.72,2,0,9,6.3,2
42,Norte,11,306.18,2,14.2,8,12,3,34.77,3,0,7,6.5,2
34,Norte,8,75.6,1,72.81,8,8,1,37.31,1,0,4,6.0,1
68,Nordeste,41,1292.5,3,86.22,5,12,0,30.42,3,1,8,4.2,2
63,Norte,9,178.49,4,113.62,1,8,2,39.05,1,2,8,1.5,7
52,Centro-Oeste,96,626.91,5,82.54,1,12,2,55.81,2,3,7,2.4,6
34,Norte,39,200.12,5,3.02,4,10,1,56.3,3,1,4,4.7,3
45,Norte,49,179.06,5,6.13,6,8,3,47.87,2,1,7,0.0,7
19,Centro-Oeste,53,252.46,5,5.47,11,13,2,59.95,3,1,4,4.5,4
51,Norte,115,825.72,1,62.9,8,12,3,35.74,2,1,7,0.0,3
18,Sudeste,61,1000.58,6,40.24,4,10,1,36.9,1,2,8,4.4,6
64,Centro-Oeste,79,717.07,4,64.48,10,4,1,31.94,2,2,4,5.5,5
20,Sudeste,3,80.05,5,25.79,9,2,4,36.66,3,1,8,1.8,5
39,Centro-Oeste,12,499.44,2,14.15,11,2,1,30.66,1,1,5,7.8,4
59,Sudeste,80,155.11,5,20.98,2,6,3,24.02,2,0,5,6.9,2
21,Nordeste,4,63.84,5,9.2,1,9,3,50.19,3,1,3,2.8,6
32,Centro-Oeste,104,347.61,5,4.42,2,2,4,23.83,1,2,3,4.2,7
53,Norte,37,460.87,1,4.18,7,10,3,28.28,3,0,7,4.3,3
56,Sul,31,688.36,5,77.19,5,4,2,42.26,1,0,10,5.6,2
29,Sudeste,101,116.95,4,51.35,8,6,0,36.4,3,2,0,7.2,5
54,Centro-Oeste,7,160.92,1,14.39,11,5,7,51.92,3,1,5,0.0,5
65,Sudeste,42,238.77,1,13.09,9,3,1,5.81,2,1,10,4.7,3
58,Nordeste,83,840.99,5,28.96,2,9,1,56.54,1,3,2,5.0,5
24,Sudeste,13,323.96,1,0.24,1,2,0,39.88,1,4,6,4.7,6
48,Nordeste,115,788.38,3,18.53,11,11,5,24.37,2,1,5,3.7,6
22,Nordeste,115,328.88,4,24.7,5,2,2,25.37,2,1,8,5.6,3
44,Norte,6,241.59,1,4.99,1,12,6,37.73,1,1,3,4.0,5
42,Sudeste,22,289.0,1,41.56,6,5,0,42.19,3,1,4,10.0,1
34,Sul,60,217.35,5,18.4,5,10,1,34.07,1,2,0,7.7,4
45,Centro-Oeste,96,421.83,3,75.88,8,9,0,65.26,3,4,5,4.9,6
44,Nordeste,59,142.73,2,8.91,6,7,2,40.64,1,0,7,4.0,4
43,Norte,34,665.48,3,44.01,2,3,4,36.6,1,2,4,0.0,4
66,Sudeste,26,250.64,6,1.21,10,2,1,28.02,3,2,4,3.1,6
46,Sul,51,140.63,6,10.15,2,8,0,19.05,2,4,10,4.2,6
44,Nordeste,81,692.01,5,6.74,3,14,5,35.11,1,0,6,2.1,3
34,Centro-Oeste,50,1102.87,6,4.42,11,10,3,30.47,2,0,7,4.9,2
55,Sudeste,74,717.06,5,26.17,8,9,3,61.2,1,0,7,6.9,3
33,Sudeste,43,424.42,1,0.17,2,4,2,28.23,2,0,9,5.1,3
26,Sudeste,36,261.2,2,77.81,6,7,2,32.74,1,2,0,7.8,5
49,Norte,26,395.12,6,133.66,8,5,0,40.72,2,0,8,8.3,0
18,Nordeste,13,533.08,2,16.95,3,3,2,44.3,2,1,6,5.3,3
26,Centro-Oeste,94,330.85,5,51.66,9,10,4,48.23,2,0,0,6.5,1
67,Centro-Oeste,14,496.05,1,1.38,2,3,2,37.12,1,2,4,2.0,4
24,Sul,11,1089.78,2,37.55,4,4,1,39.5,2,1,7,6.9,5
61,Norte,61,737.46,3,8.36,7,10,1,27.88,1,1,8,7.7,3
54,Norte,18,441.68,3,24.7,8,6,3,43.68,3,1,1,3.6,4
57,Sul,86,480.64,2,0.02,6,6,5,52.63,2,1,5,3.6,3
68,Nordeste,23,266.94,2,26.84,7,6,2,41.4,1,1,10,6.6,4
62,Norte,101,495.79,6,19.17,11,8,3,20.88,2,4,10,1.0,7
23,Norte,119,473.34,1,70.21,1,12,1,22.94,3,2,8,6.9,4
54,Sul,7,681.77,3,22.47,3,12,1,40.11,2,2,6,8.0,6
56,Sudeste,66,85.85,1,1.05,3,5,1,38.96,1,1,11,4.4,3
21,Sudeste,25,163.0,3,10.68,9,9,3,28.27,2,0,4,9.4,5
66,Centro-Oeste,103,772.48,2,19.49,5,10,3,38.28,3,3,9,0.3,5
54,Sul,88,531.07,6,13.17,5,5,4,31.21,3,1,10,2.9,4
27,Sudeste,107,386.97,3,0.41,9,13,2,49.52,1,1,7,3.2,3
27,Sudeste,85,1136.38,1,70.64,10,2,4,17.23,1,1,2,5.4,6
66,Sudeste,51,591.75,4,134.67,7,4,2,14.51,3,1,11,6.3,3
52,Norte,17,451.04,6,78.42,3,7,1,52.0,3,1,6,5.9,4
25,Centro-Oeste,51,758.04,2,11.11,9,11,4,49.94,2,2,11,1.4,4
40,Nordeste,24,268.99,5,6.54,9,13,4,14.45,3,0,8,2.0,3
66,Sul,23,526.92,4,1.39,10,2,2,41.45,3,1,6,0.0,4
69,Nordeste,99,232.1,4,47.45,7,6,2,43.75,3,1,1,1.7,3
24,Norte,22,491.63,5,55.02,3,10,3,21.79,1,1,4,6.6,3
19,Sudeste,116,342.67,5,81.52,4,10,3,43.57,2,2,8,3.4,5
55,Centro-Oeste,73,453.48,5,47.67,2,12,5,35.3,3,1,0,3.2,5
37,Nordeste,79,575.52,5,18.97,11,14,4,32.64,1,3,4,1.8,6
48,Nordeste,104,540.3,3,42.27,11,2,3,40.85,3,3,11,0.0,7
47,Norte,22,293.76,2,23.4,7,4,0,39.26,3,1,2,5.8,2
65,Sudeste,10,1089.9,2,9.48,2,14,1,29.37,2,5,5,1.1,7
42,Nordeste,107,695.91,3,56.14,2,9,5,52.95,2,0,10,1.9,5
27,Nordeste,48,112.19,1,119.93,3,5,2,18.1,2,1,6,8.5,2
34,Nordeste,62,271.43,2,24.94,6,7,1,36.41,1,2,3,3.1,4
26,Norte,114,450.74,1,9.09,3,5,2,51.34,1,1,0,6.1,5
60,Sul,69,508.46,2,9.85,7,9,3,43.86,3,2,6,4.2,5
49,Sudeste,10,129.61,4,2.72,1,12,2,47.23,1,3,2,3.0,7
41,Centro-Oeste,35,281.81,2,2.39,2,12,0,40.03,3,1,6,6.7,3
33,Norte,21,705.61,3,9.24,3,5,2,21.15,1,2,8,4.1,6
63,Norte,11,193.62,3,41.32,8,10,3,55.43,3,1,2,3.9,5
29,Nordeste,104,148.15,1,21.21,4,3,1,47.81,3,0,2,7.2,4
52,Sudeste,116,110.48,2,30.15,5,2,2,19.39,1,2,4,6.6,5
60,Centro-Oeste,3,81.77,2,30.91,10,9,2,41.66,3,2,9,4.2,4
64,Sudeste,87,736.79,3,29.54,2,12,2,19.19,2,0,0,9.0,1
63,Norte,114,491.93,4,39.3,1,11,0,30.19,3,3,11,3.7,4
34,Norte,109,153.14,5,14.99,1,12,1,12.87,1,3,2,1.1,6
46,Sudeste,50,805.66,1,8.06,1,6,2,42.07,3,4,11,5.3,7
53,Norte,103,839.25,2,56.7,1,3,4,31.87,1,2,11,1.6,4
52,Sul,91,463.66,4,22.48,5,4,0,50.04,1,3,7,4.9,4
21,Nordeste,87,92.04,5,79.35,1,7,3,10.23,1,4,11,2.6,7
24,Sudeste,118,1110.66,5,20.14,9,6,2,31.05,3,0,5,6.0,2
36,Norte,50,625.97,5,64.98,8,9,1,40.12,2,1,11,2.6,3
64,Sudeste,43,178.47,3,26.01,6,3,0,34.23,3,3,7,6.2,4
45,Norte,9,220.56,4,21.78,2,2,2,42.22,2,0,3,5.1,2
58,Centro-Oeste,4,490.48,5,37.29,6,14,2,20.27,3,4,7,1.1,8
39,Nordeste,111,491.87,3,34.41,5,11,3,27.47,2,0,6,0.4,3
38,Sudeste,9,767.45,1,18.13,1,12,3,11.67,1,4,4,2.5,8
22,Sudeste,73,115.89,4,14.7,3,4,0,40.09,3,3,3,4.0,4
62,Sudeste,78,619.85,6,14.22,9,5,3,72.67,3,3,10,3.6,7
66,Sudeste,78,346.65,5,50.02,10,10,2,59.57,2,0,4,6.5,2
49,Centro-Oeste,46,121.59,2,6.08,8,13,2,42.14,3,0,1,7.5,3
18,Norte,107,394.49,3,36.81,2,7,2,28.61,3,1,3,7.3,3
37,Sudeste,103,281.2,1,4.7,10,13,4,30.55,3,1,7,3.5,3
45,Sul,27,700.58,6,57.29,1,13,0,6.77,3,1,2,9.8,2
61,Sudeste,55,816.09,3,14.98,11,3,3,49.61,2,3,5,2.5,5
65,Sul,83,397.15,5,6.08,11,7,1,39.49,2,0,5,8.6,2
54,Sul,95,381.97,1,55.39,9,6,1,50.44,1,0,5,5.5,4
29,Norte,110,410.46,2,7.89,11,7,1,56.66,2,2,8,5.0,4
35,Sudeste,2,288.05,4,6.01,2,3,2,51.08,2,3,4,1.5,6
62,Nordeste,8,866.54,5,67.55,1,13,2,42.33,2,2,0,6.3,4
68,Norte,70,161.54,5,3.28,2,11,3,52.24,2,3,3,0.5,7
67,Centro-Oeste,50,288.97,1,0.56,5,6,1,34.25,3,0,6,4.0,3
22,Sul,103,72.67,3,20.24,5,2,2,43.21,2,3,0,4.5,7
48,Sudeste,77,297.59,6,18.86,9,14,3,33.46,2,1,5,5.7,3
19,Sul,20,357.92,6,0.24,10,10,2,45.67,3,1,11,6.8,4
62,Nordeste,27,122.62,4,13.34,6,7,3,38.98,1,0,11,1.1,2
26,Centro-Oeste,117,649.44,3,4.71,7,2,2,42.08,1,1,11,5.3,3
19,Sudeste,44,608.86,5,31.55,10,5,4,25.96,2,1,10,2.9,3
35,Sudeste,11,100.27,5,48.12,9,11,6,38.87,1,2,6,0.0,4
52,Nordeste,83,1474.92,6,25.22,8,8,1,41.48,2,1,11,6.6,2
61,Sul,66,225.29,6,24.51,2,5,0,40.58,2,0,0,9.4,2
42,Sudeste,1,698.97,4,77.98,9,13,0,41.1,2,1,11,4.0,2
33,Norte,71,471.22,2,52.51,4,11,1,31.94,3,0,1,2.9,2
58,Sul,45,575.72,4,104.89,3,14,0,37.47,3,2,11,7.0,2
61,Norte,23,334.37,1,39.93,2,4,2,10.0,2,0,8,3.2,2
63,Centro-Oeste,102,147.8,6,12.51,3,13,3,26.47,1,0,7,2.1,3
37,Centro-Oeste,21,465.89,5,52.43,6,6,1,41.31,2,0,0,7.7,4
21,Sul,118,662.69,4,42.11,7,12,3,42.97,2,0,3,5.0,2
49,Sul,31,623.73,4,45.52,8,6,4,42.97,2,1,10,6.1,4
69,Norte,24,168.78,5,38.13,10,8,1,58.82,2,0,11,7.6,2
37,Norte,114,168.86,1,49.22,1,4,1,62.68,2,3,11,4.5,5
56,Norte,24,789.15,6,7.97,11,12,2,38.52,3,2,4,4.4,4
32,Norte,20,168.52,3,2.9,2,7,0,35.22,2,3,11,3.5,4
35,Centro-Oeste,102,129.35,3,31.88,7,13,1,52.4,2,0,4,3.4,4
24,Nordeste,33,267.53,1,25.33,3,5,1,44.47,1,0,11,5.3,2
20,Centro-Oeste,15,529.48,4,19.48,5,8,3,44.32,1,1,4,3.1,7
25,Sudeste,77,342.43,3,29.84,10,10,0,30.85,1,2,10,4.2,4
46,Centro-Oeste,115,770.46,6,38.04,8,8,2,32.27,2,1,8,6.4,4
25,Centro-Oeste,42,161.36,4,17.76,3,7,3,34.63,2,3,6,6.0,4
18,Centro-Oeste,24,633.66,1,37.91,11,12,3,49.09,3,3,0,1.4,6
60,Centro-Oeste,66,457.41,2,13.06,1,12,1,43.19,1,0,5,7.3,3
38,Sul,116,115.53,6,0.75,11,11,2,23.55,2,0,11,1.9,4
56,Centro-Oeste,46,104.07,2,17.14,3,4,3,24.67,3,0,8,2.4,3
62,Sudeste,80,489.05,4,89.59,2,14,1,49.71,3,2,2,5.3,5
19,Sul,7,480.57,4,1.41,9,9,2,24.39,2,0,10,6.3,3
51,Sul,108,142.86,3,28.3,4,13,0,58.16,1,2,3,3.3,4
38,Sul,117,184.42,2,21.94,5,7,2,43.18,3,1,1,5.7,5
65,Sudeste,81,212.06,2,20.22,4,14,1,23.25,2,1,6,6.7,2
50,Sul,8,124.93,3,26.82,6,5,5,60.23,1,2,2,0.2,5
56,Centro-Oeste,1,465.65,4,20.19,6,14,1,33.41,2,2,2,5.5,4
57,Nordeste,98,378.26,2,22.81,6,3,4,44.84,2,1,11,0.0,3
24,Sudeste,1,539.02,6,16.34,1,14,2,44.91,1,1,9,4.6,4
32,Centro-Oeste,90,357.3,3,3.7,10,9,4,42.53,1,0,3,2.4,3
26,Norte,114,289.45,3,7.09,5,6,2,35.55,3,1,3,1.6,4
47,Sul,106,680.72,5,21.68,7,4,2,43.0,1,2,3,1.5,4
61,Nordeste,84,83.92,4,14.2,8,4,4,40.02,2,1,11,0.8,5
68,Norte,88,134.8,3,19.03,3,6,1,51.21,1,0,3,8.4,1
34,Norte,18,256.38,4,22.47,6,10,2,3.55,1,2,10,4.7,4
55,Norte,4,714.48,4,29.19,1,7,1,70.64,2,1,0,7.6,3
58,Norte,107,426.27,5,2.55,7,11,3,54.33,3,4,10,0.0,8
56,Norte,111,421.79,5,23.64,3,3,1,26.52,3,1,6,2.6,4
65,Norte,82,534.72,3,7.53,5,5,1,54.62,2,1,7,10.0,2
38,Norte,47,446.76,4,11.34,5,11,3,58.5,2,3,1,0.0,8
20,Sul,118,96.7,6,51.72,4,6,2,32.6,3,3,4,1.9,7
54,Nordeste,109,694.73,2,6.08,10,9,4,40.84,3,3,8,4.2,7
34,Norte,66,407.43,3,3.62,4,2,2,46.36,1,5,9,0.4,7
34,Norte,95,172.0,4,14.71,10,2,4,24.84,2,2,4,3.7,4
28,Sul,82,289.1,1,36.66,6,6,2,37.6,2,1,2,6.8,3
27,Sul,17,194.67,6,10.81,3,9,1,19.84,2,0,8,7.5,4
18,Sul,50,309.37,2,40.6,10,8,1,52.17,3,3,2,10.0,4
27,Norte,62,1103.63,6,0.88,10,7,2,59.33,1,2,8,3.7,4
42,Nordeste,27,675.26,6,28.5,2,7,1,24.72,3,1,2,7.7,4
33,Sul,30,282.37,3,19.22,8,11,1,45.1,1,3,7,8.1,7
55,Nordeste,12,92.68,6,40.41,9,13,3,27.73,1,2,1,0.0,6
49,Sul,53,1009.83,3,8.92,5,4,2,55.15,3,0,7,7.3,1
69,Sudeste,73,483.66,2,20.82,10,3,3,39.08,3,1,7,2.1,5
42,Nordeste,48,1169.02,5,0.13,1,13,3,54.99,1,2,10,2.5,4
30,Norte,13,572.35,2,34.02,9,7,4,26.96,2,1,7,0.6,3
60,Sul,108,147.51,3,15.49,2,11,4,55.97,2,1,3,1.8,4
33,Sudeste,58,274.14,5,12.82,4,14,2,40.75,1,0,2,6.4,3
67,Sul,6,752.2,2,86.4,5,13,4,37.27,1,2,1,4.5,4
58,Centro-Oeste,86,1276.13,4,87.36,8,3,3,21.05,2,5,10,0.0,8
37,Sudeste,61,141.37,5,48.13,11,11,0,30.74,2,0,2,8.7,0
45,Sudeste,65,378.77,6,50.4,2,9,4,24.48,2,1,10,1.2,5
25,Sudeste,22,549.08,1,27.15,7,13,1,13.41,2,3,9,6.6,5
48,Centro-Oeste,113,592.69,4,38.79,9,4,0,37.25,2,1,2,5.5,3
45,Sudeste,60,269.19,6,75.68,6,13,2,25.43,3,2,6,5.1,6
46,Sul,75,319.81,4,23.55,2,5,3,37.66,1,2,2,4.7,4
59,Centro-Oeste,59,191.56,1,2.93,3,9,3,40.13,2,2,9,0.7,8
51,Sul,117,274.65,3,15.97,1,6,3,39.41,1,0,5,5.3,3
54,Centro-Oeste,65,600.72,3,11.79,11,11,1,48.42,1,4,9,3.4,6
59,Sudeste,9,126.96,5,9.42,5,2,2,36.17,2,1,4,1.9,6
37,Centro-Oeste,41,58.54,4,18.08,9,14,3,59.89,2,1,11,1.2,3
22,Norte,84,617.18,1,4.37,5,6,4,31.01,3,0,9,4.5,3
44,Sudeste,113,537.11,2,7.91,8,12,2,48.0,3,0,4,6.0,1
54,Sudeste,50,402.0,5,2.08,1,12,1,22.27,1,2,10,3.4,5
54,Sul,77,247.08,6,6.83,3,12,3,50.98,1,0,9,5.8,2
48,Norte,74,315.47,5,11.57,6,5,4,15.39,1,2,3,0.0,8
50,Nordeste,108,45.74,6,22.62,8,9,0,34.54,2,0,3,8.7,1
65,Sudeste,113,283.62,6,133.64,8,4,1,28.63,1,2,11,5.5,5
49,Sudeste,8,350.65,4,29.65,9,14,1,42.95,3,4,8,2.7,6
34,Norte,114,782.53,1,39.61,10,12,4,38.27,1,1,10,3.2,3
60,Nordeste,41,484.08,3,13.24,11,11,5,28.93,1,0,0,0.7,2
40,Nordeste,88,526.18,6,19.12,2,9,2,46.66,3,1,3,6.1,3
65,Sudeste,60,761.74,3,75.54,3,11,1,47.38,2,3,9,2.1,6
62,Centro-Oeste,117,1360.73,1,7.89,11,10,1,27.89,3,1,8,6.2,2
58,Centro-Oeste,33,125.78,6,42.94,11,7,1,43.77,1,1,6,4.7,4
54,Sul,103,238.92,4,28.67,6,9,3,40.98,3,1,11,2.5,3
34,Sul,88,657.32,2,8.93,8,8,1,48.25,3,1,1,4.5,3
65,Norte,104,235.09,3,0.25,3,10,2,40.49,2,0,8,4.8,4
35,Centro-Oeste,84,155.1,5,27.87,6,11,3,35.1,1,3,5,0.0,5
31,Sul,108,544.72,4,13.02,3,12,4,40.15,3,1,0,5.3,3
33,Sudeste,8,400.55,6,57.85,7,14,1,28.47,3,0,1,9.1,2
41,Nordeste,46,860.86,6,41.13,5,3,1,16.81,1,0,7,7.4,2
56,Sudeste,57,573.51,4,5.3,1,13,3,25.77,1,0,1,6.6,2
20,Nordeste,95,528.58,5,64.36,8,12,1,45.03,1,0,4,6.6,2
30,Sul,119,453.92,6,7.3,1,5,1,8.82,3,2,1,5.5,4
56,Norte,59,349.58,4,55.15,4,7,0,11.21,3,2,5,4.2,3
38,Norte,12,347.19,3,22.72,8,5,4,40.81,1,1,10,0.2,3
36,Nordeste,49,665.28,2,2.1,3,11,3,28.25,1,1,3,2.6,5
33,Sul,63,245.88,5,19.49,5,8,0,50.74,2,2,11,4.7,3
45,Nordeste,118,204.15,2,23.56,5,13,4,25.72,3,0,8,2.6,3
22,Sudeste,47,316.46,4,1.07,5,5,1,40.61,3,2,1,2.8,5
25,Norte,12,231.77,6,12.91,2,7,3,55.79,3,1,10,4.8,5
32,Sul,19,810.51,3,22.57,9,9,1,50.4,3,2,3,3.9,8
26,Sudeste,104,455.29,6,3.5,6,6,1,41.01,3,2,4,5.9,4
35,Nordeste,50,264.52,6,7.37,6,13,3,40.89,3,1,2,5.8,5
37,Norte,22,190.65,1,26.6,10,2,0,29.47,2,1,5,9.4,3
53,Sul,32,163.46,4,0.72,8,12,3,47.89,3,2,10,5.3,5
62,Sudeste,29,791.34,1,11.14,6,8,3,34.48,3,0,0,6.5,3
61,Nordeste,77,548.28,4,6.97,8,10,4,23.73,2,0,9,1.6,5
43,Norte,88,903.68,5,0.12,11,9,3,30.17,2,3,7,1.5,7
19,Centro-Oeste,95,58.63,2,2.52,3,2,1,35.3,2,2,1,6.5,3
55,Sudeste,93,220.2,5,10.85,10,10,2,30.35,2,1,0,9.3,3
23,Centro-Oeste,7,129.37,3,15.75,10,13,1,27.37,3,2,9,5.6,5
20,Norte,62,589.07,3,66.27,6,5,1,39.73,1,3,4,5.8,7
38,Norte,11,114.59,2,1.45,11,12,0,38.63,2,0,4,6.8,0
40,Norte,86,172.68,1,39.48,2,10,1,29.51,1,2,6,5.1,6
43,Sudeste,70,370.23,5,7.61,8,14,1,40.56,1,4,11,1.9,6
66,Norte,101,124.16,4,63.86,5,14,3,28.93,1,2,2,1.8,5
39,Sul,73,256.69,5,41.81,11,3,3,27.06,2,0,5,3.6,3
37,Norte,48,240.5,2,11.92,4,3,1,61.87,2,3,8,3.1,8
62,Sul,49,37.17,5,52.52,6,9,3,26.22,1,1,8,4.3,3
47,Centro-Oeste,15,421.96,5,119.39,1,4,1,59.63,1,0,2,0.4,2
49,Sul,111,652.4,6,12.79,8,3,5,38.21,1,1,8,0.2,5
65,Nordeste,46,87.36,5,1.62,8,14,1,35.57,2,1,6,6.2,5
19,Norte,43,97.04,4,2.59,2,12,2,43.71,2,0,2,6.9,1
65,Nordeste,6,348.48,3,123.3,6,14,2,46.72,3,1,7,7.0,2
57,Sul,79,411.73,5,25.22,1,3,2,32.77,2,0,5,5.7,4
56,Nordeste,110,502.7,3,28.15,4,5,2,22.31,3,2,8,3.1,7
55,Nordeste,98,1172.8,6,21.18,4,9,1,45.23,1,0,10,5.0,3
47,Sudeste,45,361.89,4,114.81,5,9,5,51.73,2,0,1,3.7,3
49,Sudeste,88,273.76,5,37.31,6,9,2,32.09,3,2,8,2.1,4
44,Sul,29,397.87,4,16.18,1,6,3,34.26,2,1,3,2.3,5
29,Sul,111,247.62,5,12.71,7,8,0,31.22,2,1,1,8.0,1
63,Norte,34,351.85,4,93.53,9,8,0,26.69,3,1,10,10.0,2
40,Centro-Oeste,70,519.32,5,14.47,1,9,2,15.42,3,0,6,5.3,3
32,Sul,43,308.77,2,6.1,7,14,3,42.5,2,0,5,4.8,4
52,Nordeste,116,148.25,5,37.57,8,3,1,29.75,2,2,1,7.0,7
58,Sul,81,154.68,5,66.43,7,12,4,29.59,1,1,1,3.0,4
67,Norte,41,419.18,4,69.44,5,2,0,27.62,3,1,3,9.6,4
60,Nordeste,32,208.34,1,21.13,10,7,2,37.02,2,2,3,6.0,4
20,Nordeste,32,424.14,3,0.42,3,2,5,26.43,3,2,0,1.4,4
32,Nordeste,12,234.09,3,4.68,10,6,5,56.03,3,1,6,0.0,3
22,Sul,46,192.35,1,49.56,9,3,1,60.51,1,1,7,7.7,2
45,Sul,25,131.18,3,13.45,8,11,2,24.86,2,2,4,1.6,4
57,Norte,32,340.1,3,55.26,3,4,3,51.14,1,0,10,4.7,2
27,Sudeste,16,281.76,4,33.18,11,12,2,19.95,2,3,1,1.8,6
63,Centro-Oeste,118,403.59,1,28.73,11,2,2,46.69,3,0,9,4.5,2
39,Norte,16,1296.25,2,3.05,9,5,4,49.71,1,4,3,0.0,7
20,Centro-Oeste,59,159.86,5,18.96,3,3,4,23.9,3,1,11,0.9,4
67,Nordeste,16,727.45,2,10.69,7,10,2,34.21,2,2,7,6.6,4
56,Norte,94,467.89,3,26.48,2,8,3,46.27,2,0,1,3.0,3
55,Sudeste,38,90.36,6,19.93,11,14,3,35.35,2,3,5,2.1,6
53,Sul,35,614.47,4,24.45,2,5,2,33.83,1,1,4,6.1,2
61,Nordeste,21,247.93,3,13.55,3,4,2,46.58,1,2,4,3.5,5
19,Centro-Oeste,61,552.92,5,22.51,3,4,1,43.12,3,4,7,4.6,6
42,Nordeste,32,427.42,4,14.98,8,6,2,27.84,1,3,7,3.4,5
55,Nordeste,33,402.01,4,40.75,1,3,0,21.99,3,2,4,7.9,3
47,Norte,49,241.91,4,2.61,3,12,1,44.05,1,2,6,5.0,5
23,Sul,35,542.55,3,93.08,9,11,2,29.2,3,2,0,6.2,6
32,Norte,55,514.86,1,12.99,7,5,1,32.46,1,2,4,6.6,5
38,Sul,110,568.47,4,52.27,6,5,0,32.77,1,0,8,6.0,0
37,Norte,23,662.34,4,33.55,6,7,4,32.87,1,3,8,2.5,5
30,Sul,42,386.9,6,8.84,1,3,2,33.7,1,2,9,8.0,4
28,Sudeste,52,290.3,1,10.93,10,10,3,45.93,2,2,7,4.9,7
21,Sul,11,469.05,1,15.06,2,4,1,55.83,1,1,0,8.1,3
51,Sudeste,118,264.11,2,32.84,8,2,1,57.2,2,0,0,10.0,3
31,Norte,102,140.0,4,26.97,4,3,2,34.58,1,2,1,2.9,6
55,Sul,2,792.28,4,41.14,4,8,0,50.3,3,2,2,9.2,3
29,Sudeste,74,281.99,3,75.82,1,7,5,43.62,3,0,2,2.2,2
31,Centro-Oeste,113,73.61,4,29.85,3,3,3,43.21,3,1,2,0.0,3
31,Sudeste,29,146.7,1,11.31,11,11,0,42.13,3,3,5,7.2,3
42,Sudeste,119,487.05,1,2.02,6,3,6,33.21,3,2,9,1.2,6
36,Norte,66,308.59,6,13.33,5,5,5,41.98,3,0,7,4.6,4
35,Nordeste,65,295.55,5,12.3,2,9,0,32.61,3,1,4,10.0,1
66,Sudeste,40,606.22,5,13.73,3,6,2,33.7,3,0,8,4.9,2
29,Sul,110,106.3,5,3.06,7,7,3,41.63,3,4,9,1.7,6
20,Norte,59,447.27,1,29.75,8,8,2,21.89,1,2,1,7.7,4
